"review_id","relative_path","extension","classification","risk_tier","current_state","owner_decision","allowed_decisions","owner_notes"
"V1711-R0085","NEWNAME.SET\PCM\RAM70.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0086","NEWNAME.SET\PCM\RAM71.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0087","NEWNAME.SET\PCM\RAM72.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0088","NEWNAME.SET\PCM\RAM73.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0089","NEWNAME.SET\PCM\RAM74.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0090","NEWNAME.SET\PCM\RAM75.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0091","NEWNAME.SET\PCM\RAM76.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0092","NEWNAME.SET\PCM\RAM77.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0093","NEWNAME.SET\PCM\RAM78.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0094","NEWNAME.SET\PCM\RAM79.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0095","NEWNAME.SET\PCM\RAM80.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0096","NEWNAME.SET\PCM\RAM81.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0097","NEWNAME.SET\PCM\RAM82.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0098","NEWNAME.SET\PCM\RAM83.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0099","NEWNAME.SET\PCM\RAM84.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0100","NEWNAME.SET\PCM\RAM85.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0101","NEWNAME.SET\PCM\RAM86.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0102","NEWNAME.SET\PCM\RAM87.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0103","NEWNAME.SET\PCM\RAM88.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0104","NEWNAME.SET\PCM\RAM89.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0105","NEWNAME.SET\PCM\RAM90.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0106","NEWNAME.SET\PCM\RAM91.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0107","NEWNAME.SET\PCM\RAM92.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0108","NEWNAME.SET\PCM\RAM93.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0109","NEWNAME.SET\PCM\RAM94.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0110","NEWNAME.SET\PCM\RAM95.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0111","NEWNAME.SET\PCM\RAM96.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0112","NEWNAME.SET\PCM\RAM97.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0113","NEWNAME.SET\PCM\RAM98.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0114","NEWNAME.SET\PCM\RAM99.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0115","NEWNAME.SET\PERFORM\BANK01.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0116","NEWNAME.SET\PERFORM\BANK02.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0117","NEWNAME.SET\PERFORM\BANK03.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0118","NEWNAME.SET\PERFORM\BANK04.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0119","NEWNAME.SET\PERFORM\BANK05.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0120","NEWNAME.SET\PERFORM\BANK06.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0121","NEWNAME.SET\PERFORM\BANK07.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0122","NEWNAME.SET\PERFORM\BANK08.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0123","NEWNAME.SET\PERFORM\BANK09.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0124","NEWNAME.SET\PERFORM\BANK10.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0125","NEWNAME.SET\PERFORM\BANK11.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0126","NEWNAME.SET\PERFORM\BANK12.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0127","NEWNAME.SET\PERFORM\BANK13.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0128","NEWNAME.SET\PERFORM\BANK14.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0129","NEWNAME.SET\PERFORM\BANK15.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0130","NEWNAME.SET\PERFORM\BANK16.PRF",".prf","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0131","NEWNAME.SET\SONGBOOK\LISTDB.SBL",".sbl","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0132","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0133","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0134","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0135","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0136","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0137","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0138","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD",".sbd","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0139","NEWNAME.SET\SOUND\USER01.PCG",".pcg","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0140","NEWNAME.SET\SOUND\USER02.PCG",".pcg","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0141","NEWNAME.SET\SOUND\USER03.PCG",".pcg","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0142","NEWNAME.SET\SOUND\USER04.PCG",".pcg","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0143","NEWNAME.SET\SOUND\USERDK.PCG",".pcg","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0144","NEWNAME.SET\STYLE\FAVORITE01.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0145","NEWNAME.SET\STYLE\FAVORITE02.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0146","NEWNAME.SET\STYLE\FAVORITE03.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0147","NEWNAME.SET\STYLE\FAVORITE04.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0148","NEWNAME.SET\STYLE\FAVORITE05.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0149","NEWNAME.SET\STYLE\FAVORITE06.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0150","NEWNAME.SET\STYLE\FAVORITE07.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0151","NEWNAME.SET\STYLE\FAVORITE08.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0152","NEWNAME.SET\STYLE\FAVORITE09.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0153","NEWNAME.SET\STYLE\FAVORITE10.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0154","NEWNAME.SET\STYLE\FAVORITE11.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0155","NEWNAME.SET\STYLE\FAVORITE12.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0156","NEWNAME.SET\STYLE\USER01.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0157","NEWNAME.SET\STYLE\USER02.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0158","NEWNAME.SET\STYLE\USER03.STY",".sty","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0159","sar.SET\GLOBAL\MXPRESET.MXP",".mxp","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0160","sar.SET\GLOBAL\SETUP.GBL",".gbl","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0161","sar.SET\GLOBAL\VPPRESET.VOC",".voc","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0162","sar.SET\MULTISMP\RAM.KMP",".kmp","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0163","sar.SET\PCM\RAM01.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0164","sar.SET\PCM\RAM02.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0165","sar.SET\PCM\RAM03.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0166","sar.SET\PCM\RAM04.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
"V1711-R0167","sar.SET\PCM\RAM05.PCM",".pcm","BLOCKED_INSIDE_FORBIDDEN_SOURCE_FOLDER","RED","BLOCKED_METADATA_ONLY","PENDING_REVIEW","PENDING_REVIEW;KEEP_BLOCKED;DOCUMENT_ONLY;REQUEST_SEPARATE_APPROVAL_PHASE",""
