"name","ext","size_bytes","path","metadata_only","parser_used","writer_used"
"README_CYCLE_001_VALIDATORS.md",".md","468","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-001-validator-foundation\README_CYCLE_001_VALIDATORS.md","True","False","False"
"UAOS_CYCLE_001_VALIDATION_REPORT.md",".md","1012","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-001-validator-foundation\UAOS_CYCLE_001_VALIDATION_REPORT.md","True","False","False"
"UAOS_CYCLE_001_VALIDATOR_TEST_RESULTS.json",".json","2185","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-001-validator-foundation\UAOS_CYCLE_001_VALIDATOR_TEST_RESULTS.json","True","False","False"
"UAOS_CYCLE_002_ARRANGER_QA_REPORT.md",".md","1031","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-002-arranger-tests\UAOS_CYCLE_002_ARRANGER_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_002_MAQAM_RULE_TESTS.json",".json","1562","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-002-arranger-tests\UAOS_CYCLE_002_MAQAM_RULE_TESTS.json","True","False","False"
"UAOS_CYCLE_002_SAFE_MIDI_PLAN.md",".md","975","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-002-arranger-tests\UAOS_CYCLE_002_SAFE_MIDI_PLAN.md","True","False","False"
"UAOS_CYCLE_002_SONG_TO_ARRANGER_TESTS.json",".json","3041","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-002-arranger-tests\UAOS_CYCLE_002_SONG_TO_ARRANGER_TESTS.json","True","False","False"
"UAOS_CYCLE_003_LIBRARY_METADATA_MODEL.json",".json","1173","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-003-library-model\UAOS_CYCLE_003_LIBRARY_METADATA_MODEL.json","True","False","False"
"UAOS_CYCLE_003_LIBRARY_QUALITY_TIERS.md",".md","732","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-003-library-model\UAOS_CYCLE_003_LIBRARY_QUALITY_TIERS.md","True","False","False"
"UAOS_CYCLE_003_ORIENTAL_STRINGS_ARTICULATION_SCHEMA.json",".json","1512","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-003-library-model\UAOS_CYCLE_003_ORIENTAL_STRINGS_ARTICULATION_SCHEMA.json","True","False","False"
"UAOS_CYCLE_003_SAMPLE_SAFETY_QA.md",".md","721","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-003-library-model\UAOS_CYCLE_003_SAMPLE_SAFETY_QA.md","True","False","False"
"UAOS_CYCLE_004_APPJS_APPROVAL_GATE.md",".md","604","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-004-product-architecture\UAOS_CYCLE_004_APPJS_APPROVAL_GATE.md","True","False","False"
"UAOS_CYCLE_004_IMPLEMENTATION_BACKLOG.md",".md","893","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-004-product-architecture\UAOS_CYCLE_004_IMPLEMENTATION_BACKLOG.md","True","False","False"
"UAOS_CYCLE_004_MODULE_BOUNDARIES.json",".json","1536","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-004-product-architecture\UAOS_CYCLE_004_MODULE_BOUNDARIES.json","True","False","False"
"UAOS_CYCLE_004_SAFE_UI_INTEGRATION_PLAN.md",".md","835","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-004-product-architecture\UAOS_CYCLE_004_SAFE_UI_INTEGRATION_PLAN.md","True","False","False"
"UAOS_CYCLE_005_BLOCKED_ITEMS.md",".md","598","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-005-monitor-owner-dashboard\UAOS_CYCLE_005_BLOCKED_ITEMS.md","True","False","False"
"UAOS_CYCLE_005_MONITOR_DATA_SAMPLE.json",".json","1176","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-005-monitor-owner-dashboard\UAOS_CYCLE_005_MONITOR_DATA_SAMPLE.json","True","False","False"
"UAOS_CYCLE_005_NEXT_ACTIONS.md",".md","602","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-005-monitor-owner-dashboard\UAOS_CYCLE_005_NEXT_ACTIONS.md","True","False","False"
"UAOS_CYCLE_005_OWNER_DASHBOARD_DATA.json",".json","831","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-005-monitor-owner-dashboard\UAOS_CYCLE_005_OWNER_DASHBOARD_DATA.json","True","False","False"
"UAOS_CYCLE_006_PLUGIN_INTERFACE_RULES.md",".md","961","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-006-plugin-interface-spec\UAOS_CYCLE_006_PLUGIN_INTERFACE_RULES.md","True","False","False"
"UAOS_CYCLE_006_PLUGIN_MANIFEST_SCHEMA.json",".json","855","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-006-plugin-interface-spec\UAOS_CYCLE_006_PLUGIN_MANIFEST_SCHEMA.json","True","False","False"
"UAOS_CYCLE_006_PLUGIN_QA_REPORT.md",".md","834","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-006-plugin-interface-spec\UAOS_CYCLE_006_PLUGIN_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_006_SAMPLE_PLUGIN_MANIFESTS.json",".json","1398","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-006-plugin-interface-spec\UAOS_CYCLE_006_SAMPLE_PLUGIN_MANIFESTS.json","True","False","False"
"UAOS_CYCLE_007_ARRANGER_PRESET_TAXONOMY.json",".json","2513","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-007-arranger-preset-taxonomy\UAOS_CYCLE_007_ARRANGER_PRESET_TAXONOMY.json","True","False","False"
"UAOS_CYCLE_007_PRESET_SAFETY_QA.md",".md","874","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-007-arranger-preset-taxonomy\UAOS_CYCLE_007_PRESET_SAFETY_QA.md","True","False","False"
"UAOS_CYCLE_007_PRESET_SECTION_RULES.json",".json","1563","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-007-arranger-preset-taxonomy\UAOS_CYCLE_007_PRESET_SECTION_RULES.json","True","False","False"
"UAOS_CYCLE_007_PRESET_TEST_MATRIX.json",".json","1521","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-007-arranger-preset-taxonomy\UAOS_CYCLE_007_PRESET_TEST_MATRIX.json","True","False","False"
"UAOS_CYCLE_008_ORIENTAL_STRINGS_MILESTONE_MATRIX.json",".json","1539","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-008-oriental-strings-premium-roadmap\UAOS_CYCLE_008_ORIENTAL_STRINGS_MILESTONE_MATRIX.json","True","False","False"
"UAOS_CYCLE_008_ORIENTAL_STRINGS_PREMIUM_ROADMAP.md",".md","1405","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-008-oriental-strings-premium-roadmap\UAOS_CYCLE_008_ORIENTAL_STRINGS_PREMIUM_ROADMAP.md","True","False","False"
"UAOS_CYCLE_008_ORIENTAL_STRINGS_SAFETY_QA.md",".md","958","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-008-oriental-strings-premium-roadmap\UAOS_CYCLE_008_ORIENTAL_STRINGS_SAFETY_QA.md","True","False","False"
"UAOS_CYCLE_008_ORIGINAL_CAPTURE_READINESS_CHECKLIST.md",".md","697","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-008-oriental-strings-premium-roadmap\UAOS_CYCLE_008_ORIGINAL_CAPTURE_READINESS_CHECKLIST.md","True","False","False"
"UAOS_CYCLE_009_DEMO_GENERATOR_QA.md",".md","925","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-009-midi-only-demo-generator-plan\UAOS_CYCLE_009_DEMO_GENERATOR_QA.md","True","False","False"
"UAOS_CYCLE_009_DEMO_SCENARIO_SPECS.json",".json","1465","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-009-midi-only-demo-generator-plan\UAOS_CYCLE_009_DEMO_SCENARIO_SPECS.json","True","False","False"
"UAOS_CYCLE_009_GENERATOR_VALIDATION_RULES.json",".json","1010","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-009-midi-only-demo-generator-plan\UAOS_CYCLE_009_GENERATOR_VALIDATION_RULES.json","True","False","False"
"UAOS_CYCLE_009_MIDI_ONLY_DEMO_GENERATOR_PLAN.md",".md","1025","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-009-midi-only-demo-generator-plan\UAOS_CYCLE_009_MIDI_ONLY_DEMO_GENERATOR_PLAN.md","True","False","False"
"UAOS_CYCLE_010_LIBRARY_CLAIM_SAFETY_POLICY.md",".md","729","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-010-library-qa-rules\UAOS_CYCLE_010_LIBRARY_CLAIM_SAFETY_POLICY.md","True","False","False"
"UAOS_CYCLE_010_LIBRARY_QA_REPORT.md",".md","900","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-010-library-qa-rules\UAOS_CYCLE_010_LIBRARY_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_010_LIBRARY_QA_RULES.json",".json","1358","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-010-library-qa-rules\UAOS_CYCLE_010_LIBRARY_QA_RULES.json","True","False","False"
"UAOS_CYCLE_010_RIGHTS_SOURCE_VALIDATION_MATRIX.json",".json","1063","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-010-library-qa-rules\UAOS_CYCLE_010_RIGHTS_SOURCE_VALIDATION_MATRIX.json","True","False","False"
"UAOS_CYCLE_011_APPJS_APPROVAL_MEMO.md",".md","697","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-011-owner-review-ui-data-plan\UAOS_CYCLE_011_APPJS_APPROVAL_MEMO.md","True","False","False"
"UAOS_CYCLE_011_OWNER_REVIEW_UI_DATA_MODEL.json",".json","1501","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-011-owner-review-ui-data-plan\UAOS_CYCLE_011_OWNER_REVIEW_UI_DATA_MODEL.json","True","False","False"
"UAOS_CYCLE_011_REVIEW_PANEL_SPEC.md",".md","858","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-011-owner-review-ui-data-plan\UAOS_CYCLE_011_REVIEW_PANEL_SPEC.md","True","False","False"
"UAOS_CYCLE_011_UI_DATA_QA_REPORT.md",".md","784","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-011-owner-review-ui-data-plan\UAOS_CYCLE_011_UI_DATA_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_012_MILESTONE_QA_REPORT.md",".md","845","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-012-product-milestone-map\UAOS_CYCLE_012_MILESTONE_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_012_NEXT_PHASE_GATE_REVIEW.md",".md","834","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-012-product-milestone-map\UAOS_CYCLE_012_NEXT_PHASE_GATE_REVIEW.md","True","False","False"
"UAOS_CYCLE_012_PRODUCT_MILESTONE_MAP.json",".json","1659","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-012-product-milestone-map\UAOS_CYCLE_012_PRODUCT_MILESTONE_MAP.json","True","False","False"
"UAOS_CYCLE_012_PRODUCT_PROOF_MATRIX.md",".md","820","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-012-product-milestone-map\UAOS_CYCLE_012_PRODUCT_PROOF_MATRIX.md","True","False","False"
"UAOS_CYCLE_013_CODING_DAY_SEQUENCE.md",".md","613","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-013-safe-implementation-tasks\UAOS_CYCLE_013_CODING_DAY_SEQUENCE.md","True","False","False"
"UAOS_CYCLE_013_IMPLEMENTATION_QA_REPORT.md",".md","814","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-013-safe-implementation-tasks\UAOS_CYCLE_013_IMPLEMENTATION_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_013_SAFE_IMPLEMENTATION_TASKS.json",".json","1596","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-013-safe-implementation-tasks\UAOS_CYCLE_013_SAFE_IMPLEMENTATION_TASKS.json","True","False","False"
"UAOS_CYCLE_013_TASK_ACCEPTANCE_CRITERIA.md",".md","624","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-013-safe-implementation-tasks\UAOS_CYCLE_013_TASK_ACCEPTANCE_CRITERIA.md","True","False","False"
"UAOS_CYCLE_014_BLOCKED_WORDING_LIST.md",".md","673","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-014-no-false-claims-public-wording\UAOS_CYCLE_014_BLOCKED_WORDING_LIST.md","True","False","False"
"UAOS_CYCLE_014_NO_FALSE_CLAIMS_QA.md",".md","842","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-014-no-false-claims-public-wording\UAOS_CYCLE_014_NO_FALSE_CLAIMS_QA.md","True","False","False"
"UAOS_CYCLE_014_PRODUCT_CLAIM_BOUNDARIES.json",".json","921","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-014-no-false-claims-public-wording\UAOS_CYCLE_014_PRODUCT_CLAIM_BOUNDARIES.json","True","False","False"
"UAOS_CYCLE_014_PUBLIC_WORDING_GUIDE.md",".md","925","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-014-no-false-claims-public-wording\UAOS_CYCLE_014_PUBLIC_WORDING_GUIDE.md","True","False","False"
"UAOS_CYCLE_015_COVERAGE_MAP.md",".md","846","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-015-test-fixtures-validation-matrix\UAOS_CYCLE_015_COVERAGE_MAP.md","True","False","False"
"UAOS_CYCLE_015_FIXTURE_QA_REPORT.md",".md","829","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-015-test-fixtures-validation-matrix\UAOS_CYCLE_015_FIXTURE_QA_REPORT.md","True","False","False"
"UAOS_CYCLE_015_TEST_FIXTURES.json",".json","1223","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-015-test-fixtures-validation-matrix\UAOS_CYCLE_015_TEST_FIXTURES.json","True","False","False"
"UAOS_CYCLE_015_VALIDATION_MATRIX.json",".json","1059","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-015-test-fixtures-validation-matrix\UAOS_CYCLE_015_VALIDATION_MATRIX.json","True","False","False"
"UAOS_CYCLE_016_FINAL_QA.md",".md","562","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-016-final-summary-next-phase-launcher\UAOS_CYCLE_016_FINAL_QA.md","True","False","False"
"UAOS_CYCLE_016_FINAL_SUMMARY.md",".md","849","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-016-final-summary-next-phase-launcher\UAOS_CYCLE_016_FINAL_SUMMARY.md","True","False","False"
"UAOS_CYCLE_016_NEXT_PHASE_LAUNCHER.md",".md","660","E:\keyboard-manager-clean\uaos-ai-factory\continuous-agency-run-004\cycle-016-final-summary-next-phase-launcher\UAOS_CYCLE_016_NEXT_PHASE_LAUNCHER.md","True","False","False"
"UAOS_RELAXED_PRODUCT_MODE_DASHBOARD.html",".html","945","E:\keyboard-manager-clean\uaos-ai-factory\dashboards\UAOS_RELAXED_PRODUCT_MODE_DASHBOARD.html","True","False","False"
"UAOS_BUILD_CHECK_FIELDS.json",".json","181","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agent-outputs\UAOS_BUILD_CHECK_FIELDS.json","True","False","False"
"UAOS_DEPLOY_EXECUTION_FIELDS.json",".json","242","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agent-outputs\UAOS_DEPLOY_EXECUTION_FIELDS.json","True","False","False"
"UAOS_DEPLOY_METHOD_FIELDS.json",".json","281","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agent-outputs\UAOS_DEPLOY_METHOD_FIELDS.json","True","False","False"
"UAOS_DEPLOY_SAFETY_FIELDS.json",".json","207","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agent-outputs\UAOS_DEPLOY_SAFETY_FIELDS.json","True","False","False"
"UAOS_PUBLIC_URL_CHECK_FIELDS.json",".json","172","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agent-outputs\UAOS_PUBLIC_URL_CHECK_FIELDS.json","True","False","False"
"AGENT_01_DEPLOY_METHOD_CHECK.md",".md","286","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_01_DEPLOY_METHOD_CHECK.md","True","False","False"
"AGENT_02_BUILD_CHECK.md",".md","274","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_02_BUILD_CHECK.md","True","False","False"
"AGENT_03_DEPLOY_EXECUTION_CHECK.md",".md","288","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_03_DEPLOY_EXECUTION_CHECK.md","True","False","False"
"AGENT_04_PUBLIC_URL_CHECK.md",".md","288","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_04_PUBLIC_URL_CHECK.md","True","False","False"
"AGENT_05_DEPLOY_SAFETY_CHECK.md",".md","311","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_05_DEPLOY_SAFETY_CHECK.md","True","False","False"
"AGENT_06_FINAL_INTEGRATOR.md",".md","295","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\agents\AGENT_06_FINAL_INTEGRATOR.md","True","False","False"
"UAOS_DEPLOY_ONLY_DASHBOARD.html",".html","1051","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\dashboards\UAOS_DEPLOY_ONLY_DASHBOARD.html","True","False","False"
"UAOS_DEPLOY_EXECUTION_RESULT.json",".json","612","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_DEPLOY_EXECUTION_RESULT.json","True","False","False"
"UAOS_DEPLOY_EXECUTION_RESULT.md",".md","494","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_DEPLOY_EXECUTION_RESULT.md","True","False","False"
"UAOS_DEPLOY_METHOD_DETECTED.md",".md","335","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_DEPLOY_METHOD_DETECTED.md","True","False","False"
"UAOS_PRE_DEPLOY_BUILD_CHECK.md",".md","198","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_PRE_DEPLOY_BUILD_CHECK.md","True","False","False"
"UAOS_PRE_DEPLOY_STATUS.json",".json","504","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_PRE_DEPLOY_STATUS.json","True","False","False"
"UAOS_PRE_DEPLOY_STATUS.md",".md","5038","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_PRE_DEPLOY_STATUS.md","True","False","False"
"UAOS_PUBLIC_URL_CHECK.json",".json","218","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_PUBLIC_URL_CHECK.json","True","False","False"
"UAOS_PUBLIC_URL_CHECK.md",".md","164","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\deploy-check\UAOS_PUBLIC_URL_CHECK.md","True","False","False"
"UAOS_DEPLOY_ONLY_LOG.txt",".txt","307","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\logs\UAOS_DEPLOY_ONLY_LOG.txt","True","False","False"
"UAOS_DEPLOY_ONLY_OWNER_DASHBOARD.md",".md","559","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\reports\UAOS_DEPLOY_ONLY_OWNER_DASHBOARD.md","True","False","False"
"UAOS_DEPLOY_ONLY_QA_REPORT.md",".md","553","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\reports\UAOS_DEPLOY_ONLY_QA_REPORT.md","True","False","False"
"UAOS_DEPLOY_ONLY_FINAL_SEAL.md",".md","448","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\seal\UAOS_DEPLOY_ONLY_FINAL_SEAL.md","True","False","False"
"UAOS_DEPLOY_ONLY_RESULTS.json",".json","1727","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\validators\UAOS_DEPLOY_ONLY_RESULTS.json","True","False","False"
"UAOS_DEPLOY_ONLY_RULES.md",".md","455","E:\keyboard-manager-clean\uaos-ai-factory\deploy-only-release\validators\UAOS_DEPLOY_ONLY_RULES.md","True","False","False"
"UAOS_DUMMY_OUTPUT_AUDIT_PLAN.json",".json","445","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_DUMMY_OUTPUT_AUDIT_PLAN.json","True","False","False"
"UAOS_EXTENSION_BLOCKER_STRESS_PLAN.json",".json","129","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_EXTENSION_BLOCKER_STRESS_PLAN.json","True","False","False"
"UAOS_EXTERNAL_PACKAGE_PLAN.json",".json","273","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_EXTERNAL_PACKAGE_PLAN.json","True","False","False"
"UAOS_EXTERNAL_REVIEW_PLAN.json",".json","148","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_EXTERNAL_REVIEW_PLAN.json","True","False","False"
"UAOS_FINAL_INTEGRATION_PLAN.json",".json","136","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_FINAL_INTEGRATION_PLAN.json","True","False","False"
"UAOS_OWNER_GATE_PLAN.json",".json","116","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_OWNER_GATE_PLAN.json","True","False","False"
"UAOS_SAFETY_HARDENING_PLAN.json",".json","119","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agent-outputs\UAOS_SAFETY_HARDENING_PLAN.json","True","False","False"
"AGENT_01_EXTERNAL_REVIEW_MANAGER.md",".md","270","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_01_EXTERNAL_REVIEW_MANAGER.md","True","False","False"
"AGENT_02_DUMMY_OUTPUT_AUDITOR.md",".md","258","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_02_DUMMY_OUTPUT_AUDITOR.md","True","False","False"
"AGENT_03_EXTENSION_BLOCKER_STRESS.md",".md","287","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_03_EXTENSION_BLOCKER_STRESS.md","True","False","False"
"AGENT_04_SAFETY_HARDENING.md",".md","282","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_04_SAFETY_HARDENING.md","True","False","False"
"AGENT_05_EXTERNAL_PACKAGE_BUILDER.md",".md","276","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_05_EXTERNAL_PACKAGE_BUILDER.md","True","False","False"
"AGENT_06_OWNER_GATE_MANAGER.md",".md","239","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_06_OWNER_GATE_MANAGER.md","True","False","False"
"AGENT_07_REACT_STATUS_UI.md",".md","251","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_07_REACT_STATUS_UI.md","True","False","False"
"AGENT_08_FINAL_INTEGRATOR.md",".md","240","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\agents\AGENT_08_FINAL_INTEGRATOR.md","True","False","False"
"UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_DASHBOARD.html",".html","911","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dashboards\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_DASHBOARD.html","True","False","False"
"UAOS_DUMMY_WRITER_HARDENING_DASHBOARD.html",".html","909","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dashboards\UAOS_DUMMY_WRITER_HARDENING_DASHBOARD.html","True","False","False"
"UAOS_DUMMY_OUTPUT_AUDIT_REPORT.json",".json","796","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dummy-output-audit\UAOS_DUMMY_OUTPUT_AUDIT_REPORT.json","True","False","False"
"UAOS_DUMMY_OUTPUT_AUDIT_REPORT.md",".md","598","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dummy-output-audit\UAOS_DUMMY_OUTPUT_AUDIT_REPORT.md","True","False","False"
"UAOS_DUMMY_OUTPUT_MARKER_CHECK.md",".md","180","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dummy-output-audit\UAOS_DUMMY_OUTPUT_MARKER_CHECK.md","True","False","False"
"UAOS_DUMMY_OUTPUT_NOT_KORG_PROOF.md",".md","270","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\dummy-output-audit\UAOS_DUMMY_OUTPUT_NOT_KORG_PROOF.md","True","False","False"
"UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_MANIFEST.json",".json","3629","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\external-package\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_MANIFEST.json","True","False","False"
"UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_README.md",".md","254","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\external-package\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_README.md","True","False","False"
"README.md",".md","117","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\external-package\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_CONTENTS\README.md","True","False","False"
"UAOS_DUMMY_WRITER_OUTPUT.uaoswriter-sandbox.json",".json","2493","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\external-package\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_CONTENTS\dummy-output\UAOS_DUMMY_WRITER_OUTPUT.uaoswriter-sandbox.json","True","False","False"
"UAOS_DUMMY_WRITER_REPORT.uaoswriter-report.md",".md","137","E:\keyboard-manager-clean\uaos-ai-factory\dummy-writer-external-review-v281-v300\external-package\UAOS_DUMMY_WRITER_EXTERNAL_REVIEW_CONTENTS\dummy-output\UAOS_DUMMY_WRITER_REPORT.uaoswriter-report.md","True","False","False"
