"hint_id","kmp_id","kmp_file","pcm_file","pcm_name","score","reason","confidence","required_next_action"
"V1720_KMP_008_PCM_065","V1720_KMP_008","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\PCM\RAM65.PCM","RAM65.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_008_PCM_072","V1720_KMP_008","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\PCM\RAM72.PCM","RAM72.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_008_PCM_073","V1720_KMP_008","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\a1111.SET\a1111.SET\PCM\RAM73.PCM","RAM73.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_066","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM66.PCM","RAM66.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_067","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM67.PCM","RAM67.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_068","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM68.PCM","RAM68.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_063","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM63.PCM","RAM63.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_064","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM64.PCM","RAM64.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_065","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM65.PCM","RAM65.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_072","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM72.PCM","RAM72.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_009_PCM_073","V1720_KMP_009","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\ROTANA. 2022.SET\ROTANA. 2022.SET\PCM\RAM73.PCM","RAM73.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_066","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM66.PCM","RAM66.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_067","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM67.PCM","RAM67.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_068","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM68.PCM","RAM68.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_063","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM63.PCM","RAM63.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_064","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM64.PCM","RAM64.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_065","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM65.PCM","RAM65.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_072","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM72.PCM","RAM72.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_010_PCM_073","V1720_KMP_010","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\LIVE CHARKI 3 2.SET\LIVE CHARKI 3 2.SET\PCM\RAM73.PCM","RAM73.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_066","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM66.PCM","RAM66.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_067","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM67.PCM","RAM67.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_068","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM68.PCM","RAM68.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_063","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM63.PCM","RAM63.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_064","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM64.PCM","RAM64.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_065","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM65.PCM","RAM65.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_072","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM72.PCM","RAM72.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
"V1720_KMP_011_PCM_073","V1720_KMP_011","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\MULTISMP\RAM.KMP","E:\UAOS_OPEN_LIBRARY_SOURCE\pa3x\SUPER4X.3X ASLY2018.SET\SUPER4X.3X ASLY2018.SET\PCM\RAM73.PCM","RAM73.PCM","50","same_set_context","MEDIUM_HINT","V1721_READONLY_KMP_PCM_RELATION_REVIEW"
