source,relative,extension,reason
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK11.PRF","NEWNAME.SET\PERFORM\BANK11.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK12.PRF","NEWNAME.SET\PERFORM\BANK12.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK13.PRF","NEWNAME.SET\PERFORM\BANK13.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK14.PRF","NEWNAME.SET\PERFORM\BANK14.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK15.PRF","NEWNAME.SET\PERFORM\BANK15.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\PERFORM\BANK16.PRF","NEWNAME.SET\PERFORM\BANK16.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\LISTDB.SBL","NEWNAME.SET\SONGBOOK\LISTDB.SBL",".sbl","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD","NEWNAME.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER01.PCG","NEWNAME.SET\SOUND\USER01.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER02.PCG","NEWNAME.SET\SOUND\USER02.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER03.PCG","NEWNAME.SET\SOUND\USER03.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USER04.PCG","NEWNAME.SET\SOUND\USER04.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\SOUND\USERDK.PCG","NEWNAME.SET\SOUND\USERDK.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE01.STY","NEWNAME.SET\STYLE\FAVORITE01.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE02.STY","NEWNAME.SET\STYLE\FAVORITE02.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE03.STY","NEWNAME.SET\STYLE\FAVORITE03.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE04.STY","NEWNAME.SET\STYLE\FAVORITE04.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE05.STY","NEWNAME.SET\STYLE\FAVORITE05.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE06.STY","NEWNAME.SET\STYLE\FAVORITE06.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE07.STY","NEWNAME.SET\STYLE\FAVORITE07.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE08.STY","NEWNAME.SET\STYLE\FAVORITE08.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE09.STY","NEWNAME.SET\STYLE\FAVORITE09.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE10.STY","NEWNAME.SET\STYLE\FAVORITE10.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE11.STY","NEWNAME.SET\STYLE\FAVORITE11.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\FAVORITE12.STY","NEWNAME.SET\STYLE\FAVORITE12.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER01.STY","NEWNAME.SET\STYLE\USER01.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER02.STY","NEWNAME.SET\STYLE\USER02.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\NEWNAME.SET\STYLE\USER03.STY","NEWNAME.SET\STYLE\USER03.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\MXPRESET.MXP","sar.SET\GLOBAL\MXPRESET.MXP",".mxp","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\SETUP.GBL","sar.SET\GLOBAL\SETUP.GBL",".gbl","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\GLOBAL\VPPRESET.VOC","sar.SET\GLOBAL\VPPRESET.VOC",".voc","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\MULTISMP\RAM.KMP","sar.SET\MULTISMP\RAM.KMP",".kmp","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM01.PCM","sar.SET\PCM\RAM01.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM02.PCM","sar.SET\PCM\RAM02.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM03.PCM","sar.SET\PCM\RAM03.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM04.PCM","sar.SET\PCM\RAM04.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM05.PCM","sar.SET\PCM\RAM05.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM06.PCM","sar.SET\PCM\RAM06.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM07.PCM","sar.SET\PCM\RAM07.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM08.PCM","sar.SET\PCM\RAM08.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM09.PCM","sar.SET\PCM\RAM09.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM10.PCM","sar.SET\PCM\RAM10.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM11.PCM","sar.SET\PCM\RAM11.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM12.PCM","sar.SET\PCM\RAM12.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM13.PCM","sar.SET\PCM\RAM13.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM14.PCM","sar.SET\PCM\RAM14.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM15.PCM","sar.SET\PCM\RAM15.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM16.PCM","sar.SET\PCM\RAM16.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM17.PCM","sar.SET\PCM\RAM17.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM18.PCM","sar.SET\PCM\RAM18.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM19.PCM","sar.SET\PCM\RAM19.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM20.PCM","sar.SET\PCM\RAM20.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM21.PCM","sar.SET\PCM\RAM21.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM22.PCM","sar.SET\PCM\RAM22.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM23.PCM","sar.SET\PCM\RAM23.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM24.PCM","sar.SET\PCM\RAM24.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM25.PCM","sar.SET\PCM\RAM25.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM26.PCM","sar.SET\PCM\RAM26.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM27.PCM","sar.SET\PCM\RAM27.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM28.PCM","sar.SET\PCM\RAM28.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM29.PCM","sar.SET\PCM\RAM29.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM30.PCM","sar.SET\PCM\RAM30.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM31.PCM","sar.SET\PCM\RAM31.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM32.PCM","sar.SET\PCM\RAM32.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM33.PCM","sar.SET\PCM\RAM33.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM34.PCM","sar.SET\PCM\RAM34.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM35.PCM","sar.SET\PCM\RAM35.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM36.PCM","sar.SET\PCM\RAM36.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM37.PCM","sar.SET\PCM\RAM37.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM38.PCM","sar.SET\PCM\RAM38.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM39.PCM","sar.SET\PCM\RAM39.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM40.PCM","sar.SET\PCM\RAM40.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM41.PCM","sar.SET\PCM\RAM41.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM42.PCM","sar.SET\PCM\RAM42.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM43.PCM","sar.SET\PCM\RAM43.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM44.PCM","sar.SET\PCM\RAM44.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM45.PCM","sar.SET\PCM\RAM45.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM46.PCM","sar.SET\PCM\RAM46.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM47.PCM","sar.SET\PCM\RAM47.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM48.PCM","sar.SET\PCM\RAM48.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM49.PCM","sar.SET\PCM\RAM49.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM50.PCM","sar.SET\PCM\RAM50.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM51.PCM","sar.SET\PCM\RAM51.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM52.PCM","sar.SET\PCM\RAM52.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM53.PCM","sar.SET\PCM\RAM53.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM54.PCM","sar.SET\PCM\RAM54.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM55.PCM","sar.SET\PCM\RAM55.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM56.PCM","sar.SET\PCM\RAM56.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM57.PCM","sar.SET\PCM\RAM57.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM58.PCM","sar.SET\PCM\RAM58.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM59.PCM","sar.SET\PCM\RAM59.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM60.PCM","sar.SET\PCM\RAM60.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM61.PCM","sar.SET\PCM\RAM61.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM62.PCM","sar.SET\PCM\RAM62.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM63.PCM","sar.SET\PCM\RAM63.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM64.PCM","sar.SET\PCM\RAM64.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM65.PCM","sar.SET\PCM\RAM65.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM66.PCM","sar.SET\PCM\RAM66.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM67.PCM","sar.SET\PCM\RAM67.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM68.PCM","sar.SET\PCM\RAM68.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM69.PCM","sar.SET\PCM\RAM69.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM70.PCM","sar.SET\PCM\RAM70.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM71.PCM","sar.SET\PCM\RAM71.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM72.PCM","sar.SET\PCM\RAM72.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM73.PCM","sar.SET\PCM\RAM73.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM74.PCM","sar.SET\PCM\RAM74.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM75.PCM","sar.SET\PCM\RAM75.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM76.PCM","sar.SET\PCM\RAM76.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM77.PCM","sar.SET\PCM\RAM77.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM78.PCM","sar.SET\PCM\RAM78.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM79.PCM","sar.SET\PCM\RAM79.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM80.PCM","sar.SET\PCM\RAM80.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM81.PCM","sar.SET\PCM\RAM81.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM82.PCM","sar.SET\PCM\RAM82.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM83.PCM","sar.SET\PCM\RAM83.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM84.PCM","sar.SET\PCM\RAM84.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM85.PCM","sar.SET\PCM\RAM85.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM86.PCM","sar.SET\PCM\RAM86.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM87.PCM","sar.SET\PCM\RAM87.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM88.PCM","sar.SET\PCM\RAM88.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM89.PCM","sar.SET\PCM\RAM89.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM90.PCM","sar.SET\PCM\RAM90.PCM",".pcm","Extension not in safe local writer allowlist."
